relation_type,relation_label,obj_1,obj_2,generative_text,Rank1_word,Rank2_word,Rank3_word,accuracy
CreatedBy,CreatedBy,A book,a writer,"['a bookseller', 'a bookseller', 'a bookseller', 'a writer', 'a bookseller', 'a writer', 'a painter', 'a teacher', 'a teacher', 'a musician', 'a painter', 'a musician', 'a writer', 'a writer', 'a bookseller', 'a teacher', 'a painter', 'a cook', 'a bookseller', 'a bookseller']",a bookseller,a writer,a painter,0.2
CreatedBy,CreatedBy,a program,a programmer,"['a programmer', 'a computer', 'a game', 'a writer', 'a programmer', 'a computer', 'a programmer', 'a computer', 'a teacher', 'a programmer', 'a book', 'a musician', 'a student', 'a writer', 'a programmer', 'a computer', 'a scientist', 'a teacher', 'a game', 'a computer']",a programmer,a computer,a game,0.25
CreatedBy,CreatedBy,baby,sex,"['a child', 'a teacher', 'a student', 'a girl', 'a child', 'a boy', 'a musician', 'a woman', 'a baby', 'a dog', 'a man', 'a child', 'a teacher', 'a cat', 'a child', 'a cat', 'a baker', 'a child', 'a student', 'a baker']",a child,a teacher,a student,0.0
CreatedBy,CreatedBy,iPod,Apple Computer,"['a musician', 'a computer', 'a songwriter', 'a musician', 'a book', 'a TV', 'a singer', 'a musician', 'a musician', 'a video game', 'a TV', 'a singer/songwriter', 'a musician', 'a musician', 'a movie', 'a book', 'a musician', 'a computer', 'a video game', 'a songwriter']",a musician,a computer,a songwriter,0.0
CreatedBy,CreatedBy,Smoke ,fire,"['a smoker', 'a smoker', 'a musician', 'a tobacconist', 'a smoker', 'a smoker', 'a smoker', 'a smoker', 'a teacher', 'a smoker', 'a smoker', 'a smoker', 'a smoker', 'a smoker', 'a smoker', 'a smoker', 'a smoker', 'a smoker', 'a smoker', 'a smoker']",a smoker,a musician,a tobacconist,0.0
CreatedBy,CreatedBy,equality for everyone,a community,"['equality for everyone', 'equality for everyone', 'equality for everyone', 'a student', 'a teacher', 'equality for all', 'equality for everyone', 'a teacher', 'equality for everyone', 'equality for everyone', 'a student', 'equality for everybody', 'equality for everyone', 'a teacher', 'equality for everyone', 'equality for all', 'equality for everyone', 'equality for all', 'a person', 'a musician']",equality for everyone,a teacher,equality for all,0.0
CreatedBy,CreatedBy,semen,testicles,"['a woman', 'a teacher', 'a doctor', 'a dancer', 'a woman', 'a student', 'a man', 'a scientist', 'a prostitute', 'sperm', 'a woman', 'a book', 'a woman', 'a hairdresser', 'a musician', 'a student', 'a dancer', 'a hairdresser', 'a doctor', 'a man']",a woman,a doctor,a dancer,0.0
CreatedBy,CreatedBy,Marxism,Karl Marx and Friedrich Engels,"['a philosopher', 'a politician', 'a philosopher', 'a scientist', 'a philosopher', 'a communist', 'a writer', 'Marxism', 'a politician', 'a journalist', 'a communist', 'a philosopher', 'a politician', 'a philosopher', 'a scientist', 'Marxism-Leninism-Maoism', 'a scientist', 'a professor', 'a socialist', 'a teacher']",a philosopher,a politician,a scientist,0.0
CreatedBy,CreatedBy,oxygen,plants,"['a musician', 'a scientist', 'water', 'a doctor', 'a smoker', 'a person', 'a fish', 'a fish', 'a balloon', 'a beer', 'a balloon', 'a musician', 'a beer', 'a musician', 'a doctor', 'a fish', 'a baker', 'a musician', 'a painter', 'a scientist']",a musician,a fish,a scientist,0.0
CreatedBy,CreatedBy,Bread,a baker,"['a baker', 'a baker', 'a baker', 'a baker', 'a baker', 'a baker', 'a baker', 'a baker', 'a baker', 'a baker', 'a baker', 'a cake', 'a baker', 'a pizza', 'a baker', 'a bakery', 'a bakery', 'a baker', 'a baker', 'a baker']",a baker,a bakery,a cake,0.8
CreatedBy,CreatedBy,software,programmer,"['a computer', 'a programmer', 'a musician', 'a writer', 'a musician', 'a programmer', 'a teacher', 'a software engineer', 'a scientist', 'a programmer', 'a software developer', 'a video game', 'a computer', 'a computer', 'a musician', 'a computer', 'a programmer', 'a programmer', 'a video game', 'a game']",a programmer,a computer,a musician,0.25
CreatedBy,CreatedBy,chocolate,mixing sugar,"['a cake', 'a cake', 'a baker', 'a cake', 'a musician', 'a chocolatier', 'a baker', 'a cake', 'a book', 'a baker', 'a movie', 'a pizza', 'a book', 'a baker', 'a pizza', 'a movie', 'a baker', 'a musician', 'a chocolatier', 'a musician']",a baker,a cake,a musician,0.0
CreatedBy,CreatedBy,An egg,a chicken,"['a cake', 'a baker', 'a hairdresser', 'a cake', 'a baker', 'a chicken', 'a book', 'a pizza', 'a dog', 'a cake', 'a baker', 'a fish', 'a dog', 'a baker', 'a cake', 'a baker', 'a dog', 'a baker', 'a chicken', 'a baker']",a baker,a cake,a dog,0.1
CreatedBy,CreatedBy,genocide,killing a specific group,"['genocide', 'genocide', 'a terrorist', 'a scientist', 'a politician', 'genocide', 'a doctor', 'a soldier', 'a terrorist', 'a movie', 'a terrorist', 'a doctor', 'a politician', 'a scientist', 'a politician', 'a scientist', 'a soldier', 'genocide', 'a terrorist', 'genocide']",genocide,a terrorist,a scientist,0.0
CreatedBy,CreatedBy,A bridge ,man kind,"['a musician', 'a teacher', 'a dancer', 'a musician', 'a painter', 'a musician', 'a tree', 'a carpenter', 'a teacher', 'a carpenter', 'a carpenter', 'a musician', 'a musician', 'a musician', 'a teacher', 'a musician', 'a carpenter', 'a musician', 'a painter', 'a musician']",a musician,a carpenter,a teacher,0.0
CreatedBy,CreatedBy,equality for everyone,a political ideology,"['equality for everyone', 'equality for everyone', 'equality for everyone', 'a student', 'a teacher', 'equality for all', 'equality for everyone', 'a teacher', 'equality for everyone', 'equality for everyone', 'a student', 'equality for everybody', 'equality for everyone', 'a teacher', 'equality for everyone', 'equality for all', 'equality for everyone', 'equality for all', 'a person', 'a musician']",equality for everyone,a teacher,equality for all,0.0
CreatedBy,CreatedBy,Utopia,a community,"['a scientist', 'a writer', 'a painter', 'a philosopher', 'a musician', 'a politician', 'a teacher', 'a book', 'a woman', 'a student', 'a movie', 'a writer', 'a scientist', 'a painter', 'a student', 'a scientist', 'a musician', 'a teacher', 'a book', 'a writer']",a scientist,a writer,a painter,0.0
CreatedBy,CreatedBy,Fear,ignorance,"['a teacher', 'a musician', 'a dog', 'a scientist', 'a person', 'a student', 'a magician', 'a child', 'a thief', 'a dog', 'a cat', 'a teacher', 'a musician', 'a cat', 'a dog', 'a writer', 'a scientist', 'a musician', 'a student', 'a teacher']",a teacher,a musician,a dog,0.0
CreatedBy,CreatedBy,a dish,a chef,"['a dishwasher', 'a dishwasher', 'a dishwasher', 'a cook', 'a baker', 'a dishwasher', 'a restaurant', 'a cook', 'a chef', 'a chef', 'a cook', 'a baker', 'a dishwasher', 'a chef', 'a dishwasher', 'a dishwasher', 'a cook', 'a cook', 'a chef', 'a restaurant']",a dishwasher,a cook,a chef,0.2
CreatedBy,CreatedBy,game,programmer,"['a game designer', 'a computer', 'a game developer', 'a movie', 'a video game', 'a movie', 'a musician', 'a player', 'a game designer', 'a game designer', 'a movie', 'a book', 'a game designer', 'a game designer', 'a game designer', 'a game designer', 'a game designer', 'a game designer', 'a movie', 'a movie']",a game designer,a movie,a computer,0.0
CreatedBy,CreatedBy,An egg,a hen,"['a cake', 'a baker', 'a hairdresser', 'a cake', 'a baker', 'a chicken', 'a book', 'a pizza', 'a dog', 'a cake', 'a baker', 'a fish', 'a dog', 'a baker', 'a cake', 'a baker', 'a dog', 'a baker', 'a chicken', 'a baker']",a baker,a cake,a dog,0.0
CreatedBy,CreatedBy,Dinner,a chef,"['a dancer', 'a restaurant', 'a chef', 'a waiter', 'a musician', 'a baker', 'a movie', 'a waitress', 'a teacher', 'a baker', 'a cook', 'a dancer', 'a chef', 'a restaurant', 'a chef', 'a chef', 'a restaurant', 'a chef', 'a dancer', 'a waiter']",a chef,a dancer,a restaurant,0.25
CreatedBy,CreatedBy,Windows,Microsoft,"['a computer', 'a programmer', 'a computer', 'a computer', 'a user', 'a game', 'a computer', 'a musician', 'a computer', 'a computer', 'a video game', 'a writer', 'a printer', 'a TV', 'a computer', 'a computer', 'a computer', 'a movie', 'a programmer', 'a computer']",a computer,a programmer,a user,0.0
CreatedBy,CreatedBy,game,programmer,"['a game designer', 'a computer', 'a game developer', 'a movie', 'a video game', 'a movie', 'a musician', 'a player', 'a game designer', 'a game designer', 'a movie', 'a book', 'a game designer', 'a game designer', 'a game designer', 'a game designer', 'a game designer', 'a game designer', 'a movie', 'a movie']",a game designer,a movie,a computer,0.0
CreatedBy,CreatedBy,A paper,its author,"['a teacher', 'a writer', 'a teacher', 'a professor', 'a scientist', 'a book', 'a painter', 'a writer', 'a newspaper', 'a student', 'a book', 'a doctor', 'a scientist', 'a musician', 'a teacher', 'a professor', 'a writer', 'a teacher', 'a journalist', 'a photographer']",a teacher,a writer,a professor,0.0
CreatedBy,CreatedBy,gasoline,distilling oil,"['a carpenter', 'a car', 'a carpenter', 'a carpenter', 'a car', 'a carpenter', 'a carpenter', 'a carpenter', 'a truck driver', 'a carpenter', 'a carpenter', 'a truck driver', 'a carpenter', 'a carpenter', 'a carpenter', 'a carpenter', 'a baker', 'a carpenter', 'a carpenter', 'a carpenter']",a carpenter,a car,a truck driver,0.0
CreatedBy,CreatedBy,satan,god,"['a dancer', 'a musician', 'a singer', 'a painter', 'a writer', 'a teacher', 'a magician', 'a woman', 'a poet', 'a singer/songwriter', 'a hairdresser', 'a musician', 'a singer-songwriter', 'a singer', 'a dancer', 'a dancer', 'a musician', 'a singer', 'a painter', 'a writer']",a dancer,a musician,a singer,0.0
CreatedBy,CreatedBy,equality for everyone,a political ideology,"['equality for everyone', 'equality for everyone', 'equality for everyone', 'a student', 'a teacher', 'equality for all', 'equality for everyone', 'a teacher', 'equality for everyone', 'equality for everyone', 'a student', 'equality for everybody', 'equality for everyone', 'a teacher', 'equality for everyone', 'equality for all', 'equality for everyone', 'equality for all', 'a person', 'a musician']",equality for everyone,a teacher,equality for all,0.0
CreatedBy,CreatedBy,a dodgeball game,a group of people,"['a basketball game', 'a basketball game', 'a racquetball game', 'a basketball', 'a football game', 'a soccer game', 'a football game', 'a basketball game', 'a game of dodgeball', 'a soccer game', 'a baseball', 'a hockey game', 'a basketball', 'a racquetball player', 'a basketball game', 'a basketball game', 'a basketball game', 'a hockey game', 'a baseball game', 'a baseball game']",a basketball game,a basketball,a football game,0.0
CreatedBy,CreatedBy,photograph,a photographer,"['a photographer', 'a painter', 'a book', 'a photographer', 'a musician', 'a photographer', 'a photographer', 'a movie', 'a book', 'a teacher', 'a painter', 'a painter', 'a student', 'a musician', 'a painter', 'a movie', 'a film', 'a photographer', 'a game', 'a photographer']",a photographer,a painter,a book,0.3
CreatedBy,CreatedBy,babies,humans,"['a child', 'a teacher', 'a baby', 'children', 'a baby', 'a dog', 'a student', 'a girl', 'a musician', 'a boy', 'a book', 'a child', 'a cat', 'a teacher', 'a child', 'a child', 'a book', 'a cat', 'a baker', 'a baker']",a child,a teacher,a baby,0.0
CreatedBy,CreatedBy,global warming,greenhouse gases,"['a scientist', 'global warming', 'global warming', 'climate change', 'a scientist', 'a scientist', 'climate change', 'global warming', 'a scientist', 'a scientist', 'a scientist', 'global warming', 'climate change', 'global warming', 'a meteorologist', 'global warming', 'a politician', 'climate change', 'a geologist', 'a scientist']",a scientist,global warming,climate change,0.0
CreatedBy,CreatedBy,butterfly,cocoon,"['a butterfly', 'a butterfly', 'a bird', 'a bird', 'a dancer', 'a flower', 'a cat', 'a cat', 'a fish', 'a fish', 'a fish', 'a butterfly', 'a hairdresser', 'a cat', 'a butterfly', 'a butterfly', 'a butterfly', 'a bird', 'a cat', 'a cat']",a butterfly,a cat,a bird,0.0
CreatedBy,CreatedBy,dog poop,dogs,"['a dog', 'a dog', 'a cat', 'a teacher', 'a fish', 'a chicken', 'a cat', 'a book', 'a hairdresser', 'a fish', 'a dog', 'a cat', 'a dog', 'a dog', 'a dog', 'a dog', 'a dog', 'a book', 'a dog', 'a dog']",a dog,a cat,a fish,0.0
CreatedBy,CreatedBy,Utopia,a community,"['a scientist', 'a writer', 'a painter', 'a philosopher', 'a musician', 'a politician', 'a teacher', 'a book', 'a woman', 'a student', 'a movie', 'a writer', 'a scientist', 'a painter', 'a student', 'a scientist', 'a musician', 'a teacher', 'a book', 'a writer']",a scientist,a writer,a painter,0.0
CreatedBy,CreatedBy,an erection,constricted blood flow,"['a woman', 'a man', 'a dancer', 'a hairdresser', 'a teacher', 'a man', 'a woman', 'a dancer', 'a doctor', 'a woman', 'a student', 'a doctor', 'a painter', 'a musician', 'a student', 'a book', 'a musician', 'a teacher', 'a student', 'a musician']",a woman,a student,a musician,0.0
CreatedBy,CreatedBy,a system of abstract thought,a person,"['a system of abstract thought', 'a scientist', 'a philosopher', 'a mathematician', 'a teacher', 'a writer', 'a computer', 'a system of abstract thought', 'a programmer', 'a scientist', 'a person', 'a student', 'a book', 'a professor', 'a philosopher', 'a system of abstract thought', 'a psychologist', 'a researcher', 'a computer scientist', 'a system of abstract thought']",a system of abstract thought,a scientist,a philosopher,0.05
CreatedBy,CreatedBy,a song,a songwriter,"['a singer', 'a teacher', 'a musician', 'a songwriter', 'a dancer', 'a student', 'a teacher', 'a teacher', 'a musician', 'a singer', 'a dancer', 'a musician', 'a performer', 'a teacher', 'a producer', 'a composer', 'a songwriter', 'a book', 'a dancer', 'a songwriter']",a teacher,a musician,a songwriter,0.15
CreatedBy,CreatedBy,videogames,game programmers,"['a movie', 'a video game', 'a game designer', 'a video game', 'a musician', 'a video game', 'a movie', 'a computer', 'a game developer', 'a movie', 'a game', 'a video game', 'a book', 'a movie', 'a video game', 'a video game', 'a video game', 'a movie', 'a game', 'a video game']",a video game,a movie,a game,0.0
CreatedBy,CreatedBy,Sound,vibration,"['a musician', 'a musician', 'a singer', 'a songwriter', 'a dancer', 'a songwriter', 'a musician', 'a singer', 'a painter', 'a teacher', 'a composer', 'a dancer', 'a teacher', 'a writer', 'a musician', 'a singer/songwriter', 'a performer', 'a book', 'a painter', 'a writer']",a musician,a singer,a songwriter,0.0
CreatedBy,CreatedBy,an erection,constricted blood flow,"['a woman', 'a man', 'a dancer', 'a hairdresser', 'a teacher', 'a man', 'a woman', 'a dancer', 'a doctor', 'a woman', 'a student', 'a doctor', 'a painter', 'a musician', 'a student', 'a book', 'a musician', 'a teacher', 'a student', 'a musician']",a woman,a student,a musician,0.0
CreatedBy,CreatedBy,a dodgeball game,a group of people,"['a basketball game', 'a basketball game', 'a racquetball game', 'a basketball', 'a football game', 'a soccer game', 'a football game', 'a basketball game', 'a game of dodgeball', 'a soccer game', 'a baseball', 'a hockey game', 'a basketball', 'a racquetball player', 'a basketball game', 'a basketball game', 'a basketball game', 'a hockey game', 'a baseball game', 'a baseball game']",a basketball game,a basketball,a football game,0.0
CreatedBy,CreatedBy,game,programmer,"['a game designer', 'a computer', 'a game developer', 'a movie', 'a video game', 'a movie', 'a musician', 'a player', 'a game designer', 'a game designer', 'a movie', 'a book', 'a game designer', 'a game designer', 'a game designer', 'a game designer', 'a game designer', 'a game designer', 'a movie', 'a movie']",a game designer,a movie,a computer,0.0
CreatedBy,CreatedBy,videogames,game programmers,"['a movie', 'a video game', 'a game designer', 'a video game', 'a musician', 'a video game', 'a movie', 'a computer', 'a game developer', 'a movie', 'a game', 'a video game', 'a book', 'a movie', 'a video game', 'a video game', 'a video game', 'a movie', 'a game', 'a video game']",a video game,a movie,a game,0.0
CreatedBy,CreatedBy,A meal,a cook,"['a baker', 'a teacher', 'a teacher', 'a baker', 'a musician', 'a restaurant', 'a cook', 'a cook', 'a dancer', 'a doctor', 'a student', 'a musician', 'a dancer', 'a movie', 'a restaurant', 'a restaurant', 'a chef', 'a teacher', 'a cook', 'a baker']",a baker,a teacher,a restaurant,0.15
CreatedBy,CreatedBy,person,God,"['a person', 'a teacher', 'a teacher', 'person', 'a musician', 'a teacher', 'a writer', 'a musician', 'a painter', 'a writer', 'a person', 'a doctor', 'a writer', 'a painter', 'a painter', 'a student', 'a person', 'person', 'a musician', 'a student']",a person,a teacher,a musician,0.0
CreatedBy,CreatedBy,butterfly,cocoon,"['a butterfly', 'a butterfly', 'a bird', 'a bird', 'a dancer', 'a flower', 'a cat', 'a cat', 'a fish', 'a fish', 'a fish', 'a butterfly', 'a hairdresser', 'a cat', 'a butterfly', 'a butterfly', 'a butterfly', 'a bird', 'a cat', 'a cat']",a butterfly,a cat,a bird,0.0
CreatedBy,CreatedBy,electricity,a generator,"['a musician', 'a teacher', 'a musician', 'a musician', 'an electrician', 'a teacher', 'an electrician', 'a carpenter', 'a painter', 'a carpenter', 'an electrician', 'a conductor', 'a musician', 'a teacher', 'a scientist', 'a teacher', 'a painter', 'a conductor', 'a carpenter', 'a scientist']",a musician,a teacher,an electrician,0.0
CreatedBy,CreatedBy,a zombie,animating the flesh of a dead person,"['a zombie', 'a zombie', 'a thief', 'a vampire', 'a person', 'a player', 'a scientist', 'a player', 'a zombie', 'a thief', 'a person', 'a zombie', 'a teacher', 'a vampire', 'a vampire', 'a zombie', 'a thief', 'a zombie', 'a baker', 'a zombie']",a zombie,a thief,a vampire,0.0
CreatedBy,CreatedBy,drug dealer,prohibitionist society,"['a drug dealer', 'a thief', 'a doctor', 'a prostitute', 'a drug dealer', 'a drug dealer', 'a thief', 'a thief', 'a thief', 'a drug dealer', 'a sex offender', 'a prostitute', 'a thief', 'a thief', 'a doctor', 'drug dealer', 'a thief', 'a drug dealer', 'a drug-dealer', 'a musician']",a thief,a drug dealer,a doctor,0.0
CreatedBy,CreatedBy,Fear,ignorance,"['a teacher', 'a musician', 'a dog', 'a scientist', 'a person', 'a student', 'a magician', 'a child', 'a thief', 'a dog', 'a cat', 'a teacher', 'a musician', 'a cat', 'a dog', 'a writer', 'a scientist', 'a musician', 'a student', 'a teacher']",a teacher,a musician,a dog,0.0
CreatedBy,CreatedBy,A painting,an artist,"['a painter', 'a painter', 'a painter', 'a painter', 'a painter', 'a painting artist', 'a painter', 'a musician', 'a painter', 'a painter', 'a painter', 'a painter', 'a book', 'a teacher', 'a painter', 'a photographer', 'a painter', 'a musician', 'a painter', 'a musician']",a painter,a musician,a painting artist,0.0
CreatedBy,CreatedBy,a dish,a chef,"['a dishwasher', 'a dishwasher', 'a dishwasher', 'a cook', 'a baker', 'a dishwasher', 'a restaurant', 'a cook', 'a chef', 'a chef', 'a cook', 'a baker', 'a dishwasher', 'a chef', 'a dishwasher', 'a dishwasher', 'a cook', 'a cook', 'a chef', 'a restaurant']",a dishwasher,a cook,a chef,0.2
CreatedBy,CreatedBy,Utopia,a community,"['a scientist', 'a writer', 'a painter', 'a philosopher', 'a musician', 'a politician', 'a teacher', 'a book', 'a woman', 'a student', 'a movie', 'a writer', 'a scientist', 'a painter', 'a student', 'a scientist', 'a musician', 'a teacher', 'a book', 'a writer']",a scientist,a writer,a painter,0.0
CreatedBy,CreatedBy,a song,a songwriter,"['a singer', 'a teacher', 'a musician', 'a songwriter', 'a dancer', 'a student', 'a teacher', 'a teacher', 'a musician', 'a singer', 'a dancer', 'a musician', 'a performer', 'a teacher', 'a producer', 'a composer', 'a songwriter', 'a book', 'a dancer', 'a songwriter']",a teacher,a musician,a songwriter,0.15
CreatedBy,CreatedBy,a system of abstract thought,a person,"['a system of abstract thought', 'a scientist', 'a philosopher', 'a mathematician', 'a teacher', 'a writer', 'a computer', 'a system of abstract thought', 'a programmer', 'a scientist', 'a person', 'a student', 'a book', 'a professor', 'a philosopher', 'a system of abstract thought', 'a psychologist', 'a researcher', 'a computer scientist', 'a system of abstract thought']",a system of abstract thought,a scientist,a philosopher,0.05
CreatedBy,CreatedBy,open mind,MIT,"['a book', 'a musician', 'a writer', 'a book', 'a teacher', 'a painter', 'a scientist', 'a student', 'a person', 'a book', 'a poet', 'a musician', 'a doctor', 'a movie', 'a musician', 'a student', 'a writer', 'a painter', 'a book', 'a movie']",a book,a musician,a writer,0.0
CreatedBy,CreatedBy,equality for everyone,a political ideology,"['equality for everyone', 'equality for everyone', 'equality for everyone', 'a student', 'a teacher', 'equality for all', 'equality for everyone', 'a teacher', 'equality for everyone', 'equality for everyone', 'a student', 'equality for everybody', 'equality for everyone', 'a teacher', 'equality for everyone', 'equality for all', 'equality for everyone', 'equality for all', 'a person', 'a musician']",equality for everyone,a teacher,equality for all,0.0
CreatedBy,CreatedBy,dog poop,dogs,"['a dog', 'a dog', 'a cat', 'a teacher', 'a fish', 'a chicken', 'a cat', 'a book', 'a hairdresser', 'a fish', 'a dog', 'a cat', 'a dog', 'a dog', 'a dog', 'a dog', 'a dog', 'a book', 'a dog', 'a dog']",a dog,a cat,a fish,0.0
CreatedBy,CreatedBy,a clone,a lab,"['a programmer', 'a musician', 'a book', 'a student', 'a movie', 'a game', 'a computer', 'a teacher', 'a baker', 'a writer', 'a scientist', 'a person', 'a book', 'a writer', 'a game', 'a teacher', 'a student', 'a musician', 'a programmer', 'a student']",a student,a programmer,a musician,0.0
CreatedBy,CreatedBy,A child,birth,"['a teacher', 'a teacher', 'a child', 'a child', 'a child', 'a student', 'a teacher', 'a student', 'a teacher', 'a teacher', 'a teacher', 'a child', 'a person', 'a teacher', 'a teacher', 'a teacher', 'a teacher', 'a child', 'a teacher', 'a teacher']",a teacher,a child,a student,0.0
CreatedBy,CreatedBy,baby,IVF,"['a child', 'a teacher', 'a student', 'a girl', 'a child', 'a boy', 'a musician', 'a woman', 'a baby', 'a dog', 'a man', 'a child', 'a teacher', 'a cat', 'a child', 'a cat', 'a baker', 'a child', 'a student', 'a baker']",a child,a teacher,a student,0.0
